,name,allegiance,season,episode,location,killer,killers_house,method,death_no
1048,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1049
1049,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1050
1050,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1051
1051,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1052
1052,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1053
1053,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Sword,1054
1054,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Axe,1055
1055,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Axe,1056
1056,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1057
1057,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1058
1058,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1059
1059,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1060
1060,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1061
1061,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1062
1062,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Mace,1063
1063,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1064
1064,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1065
1065,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1066
1066,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Tyene Sand,Sand Snakes,Knife,1067
1067,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1068
1068,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1069
1069,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1070
1070,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1071
1071,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1072
1072,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Tyene Sand,Sand Snakes,Knife,1073
1073,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Tyene Sand,Sand Snakes,Knife,1074
1074,Obara Sand,Sand Snakes,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Spear,1075
1075,Nymeria Sand,Sand Snakes,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Whip,1076
1076,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Yara Greyjoy,House Greyjoy,Sword,1077
1077,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1078
1078,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Euron Greyjoy,House Greyjoy,Axe,1079
1079,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Theon Greyjoy,House Greyjoy,Sword,1080
1080,Greyjoy Soldier,House Greyjoy,7,2,The Narrow Sea,Greyjoy Soldier,House Greyjoy,Knife,1081
1081,Ellaria Sand,Sand Snakes,7,3,King's Landing,Cersei Lannister,House Lannister,Poison,1082
1082,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1083
1083,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1084
1084,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1085
1085,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1086
1086,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Rock,1087
1087,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1088
1088,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1089
1089,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Arrow,1090
1090,Lannister soldier,House Lannister,7,3,Casterly Rock,Unsullied Soldier,House Targaryen,Knife,1091
1091,Lannister soldier,House Lannister,7,3,Casterly Rock,Unsullied Soldier,House Targaryen,Falling,1092
1092,Lannister soldier,House Lannister,7,3,Casterly Rock,Unsullied Soldier,House Targaryen,Spear,1093
1093,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Sword,1094
1094,Lannister soldier,House Lannister,7,3,Casterly Rock,Unsullied Soldier,House Targaryen,Knife,1095
1095,Unsullied Soldier,House Targaryen,7,3,Casterly Rock,Lannister soldier,House Lannister,Sword,1096
1096,Lannister soldier,House Lannister,7,3,Casterly Rock,Unsullied Soldier,House Targaryen,Spear,1097
1097,Lannister soldier,House Lannister,7,3,Casterly Rock,Grey Worm,House Targaryen,Spear,1098
1098,Lannister soldier,House Lannister,7,3,Casterly Rock,Grey Worm,House Targaryen,Spear,1099
1099,Lannister soldier,House Lannister,7,3,Casterly Rock,Grey Worm,House Targaryen,Spear,1100
1100,Lannister soldier,House Lannister,7,3,Casterly Rock,Grey Worm,House Targaryen,Spear,1101
1101,Lannister soldier,House Lannister,7,3,Casterly Rock,Grey Worm,House Targaryen,Spear,1102
1102,Lannister soldier,House Lannister,7,3,Casterly Rock,Grey Worm,House Targaryen,Spear,1103
1103,Olenna Tyrell,House Tyrell,7,3,Highgarden,Jaime Lannister,House Lannister,Poison,1104
1104,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1105
1105,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1106
1106,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1107
1107,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1108
1108,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1109
1109,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1110
1110,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1111
1111,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1112
1112,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1113
1113,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1114
1114,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1115
1115,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1116
1116,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1117
1117,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1118
1118,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1119
1119,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1120
1120,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1121
1121,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1122
1122,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1123
1123,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1124
1124,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1125
1125,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1126
1126,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1127
1127,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1128
1128,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1129
1129,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1130
1130,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1131
1131,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1132
1132,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1133
1133,Dothraki man,House Targaryen,7,4,Roseroad,Lannister soldier,House Lannister,Spear,1134
1134,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1135
1135,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1136
1136,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1137
1137,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1138
1138,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1139
1139,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1140
1140,Dothraki man,House Targaryen,7,4,Roseroad,Lannister soldier,House Lannister,Spear,1141
1141,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arrow,1142
1142,Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arrow,1143
1143,Dothraki man,House Targaryen,7,4,Roseroad,Lannister soldier,House Lannister,Arrow,1144
1144,Dothraki man,House Targaryen,7,4,Roseroad,Lannister soldier,House Lannister,Arrow,1145
1145,Dothraki man,House Targaryen,7,4,Roseroad,Lannister soldier,House Lannister,Sword,1146
1146,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1147
1147,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1148
1148,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1149
1149,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1150
1150,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1151
1151,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1152
1152,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1153
1153,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1154
1154,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1155
1155,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1156
1156,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1157
1157,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1158
1158,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1159
1159,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1160
1160,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1161
1161,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1162
1162,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1163
1163,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1164
1164,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1165
1165,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1166
1166,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1167
1167,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1168
1168,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1169
1169,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1170
1170,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1171
1171,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1172
1172,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1173
1173,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1174
1174,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1175
1175,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1176
1176,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1177
1177,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1178
1178,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1179
1179,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1180
1180,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1181
1181,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1182
1182,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1183
1183,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1184
1184,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1185
1185,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1186
1186,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1187
1187,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1188
1188,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1189
1189,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1190
1190,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1191
1191,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1192
1192,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1193
1193,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1194
1194,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1195
1195,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1196
1196,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1197
1197,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1198
1198,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1199
1199,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1200
1200,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1201
1201,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1202
1202,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1203
1203,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1204
1204,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1205
1205,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1206
1206,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1207
1207,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1208
1208,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1209
1209,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1210
1210,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1211
1211,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1212
1212,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1213
1213,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1214
1214,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1215
1215,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1216
1216,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1217
1217,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1218
1218,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1219
1219,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1220
1220,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1221
1221,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1222
1222,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1223
1223,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1224
1224,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1225
1225,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1226
1226,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1227
1227,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1228
1228,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1229
1229,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1230
1230,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1231
1231,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1232
1232,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1233
1233,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1234
1234,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1235
1235,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1236
1236,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1237
1237,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1238
1238,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1239
1239,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1240
1240,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1241
1241,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1242
1242,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1243
1243,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1244
1244,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1245
1245,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1246
1246,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1247
1247,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1248
1248,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1249
1249,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1250
1250,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1251
1251,Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1252
