,name,allegiance,season,episode,location,killer,killers_house,method,death_no
1426,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1427
1427,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1428
1428,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1429
1429,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1430
1430,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1431
1431,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1432
1432,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1433
1433,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1434
1434,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1435
1435,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1436
1436,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1437
1437,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1438
1438,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1439
1439,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1440
1440,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1441
1441,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1442
1442,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1443
1443,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1444
1444,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1445
1445,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1446
1446,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1447
1447,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1448
1448,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1449
1449,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1450
1450,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1451
1451,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1452
1452,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1453
1453,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1454
1454,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1455
1455,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1456
1456,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1457
1457,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1458
1458,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1459
1459,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1460
1460,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1461
1461,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1462
1462,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1463
1463,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1464
1464,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1465
1465,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1466
1466,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1467
1467,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1468
1468,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1469
1469,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1470
1470,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1471
1471,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1472
1472,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1473
1473,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1474
1474,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1475
1475,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1476
1476,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1477
1477,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1478
1478,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1479
1479,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1480
1480,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1481
1481,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1482
1482,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1483
1483,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1484
1484,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1485
1485,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1486
1486,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1487
1487,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1488
1488,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1489
1489,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1490
1490,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1491
1491,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1492
1492,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1493
1493,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1494
1494,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1495
1495,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1496
1496,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1497
1497,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1498
1498,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1499
1499,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1500
1500,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1501
1501,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1502
1502,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1503
1503,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1504
1504,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1505
1505,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1506
1506,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1507
1507,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1508
1508,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1509
1509,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1510
1510,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1511
1511,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1512
1512,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1513
1513,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1514
1514,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1515
1515,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1516
1516,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1517
1517,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1518
1518,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1519
1519,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1520
1520,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1521
1521,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1522
1522,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1523
1523,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1524
1524,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1525
1525,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1526
1526,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1527
1527,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1528
1528,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1529
1529,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1530
1530,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1531
1531,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1532
1532,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1533
1533,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1534
1534,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1535
1535,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1536
1536,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1537
1537,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1538
1538,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1539
1539,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1540
1540,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1541
1541,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1542
1542,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1543
1543,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1544
1544,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1545
1545,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1546
1546,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1547
1547,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1548
1548,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1549
1549,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1550
1550,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1551
1551,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1552
1552,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1553
1553,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1554
1554,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1555
1555,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1556
1556,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1557
1557,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1558
1558,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1559
1559,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1560
1560,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1561
1561,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1562
1562,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1563
1563,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1564
1564,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1565
1565,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1566
1566,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1567
1567,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1568
1568,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1569
1569,Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1570
