,name,allegiance,season,episode,location,killer,killers_house,method,death_no
98,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,99
99,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,100
100,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,101
101,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,102
102,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,103
103,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,104
104,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,105
105,Member of the Thirteen,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,106
106,Billy,Smallfolk,2,7,Winterfell,Theon Greyjoy,House Bolton,Fire,107
107,Jack,Smallfolk,2,7,Winterfell,Theon Greyjoy,House Bolton,Fire,108
108,Matthos Seaworth,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,109
109,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,110
110,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,111
111,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,112
112,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,113
113,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,114
114,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,115
115,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,116
116,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,117
117,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,118
118,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,119
119,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Accident,Unknown,Blunt object,120
120,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,121
121,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Wildfire,122
122,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,123
123,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,124
124,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,125
125,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,126
126,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,127
127,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,128
128,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,129
129,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,130
130,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,131
131,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,132
132,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,133
133,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,134
134,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,135
135,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,136
136,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,137
137,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,138
138,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,139
139,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,140
140,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,141
141,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Flaming arrow,142
142,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Boulder,143
143,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,144
144,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,145
145,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,146
146,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,147
147,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,148
148,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Sword,149
149,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,150
150,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Sword,151
151,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,152
152,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,153
153,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Hands,154
154,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Arrow,155
155,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Bronn,House Lannister,Knife,156
156,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Fire,157
157,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Stannis Baratheon,House Baratheon of Dragonstone,Sword,158
158,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Stannis Baratheon,House Baratheon of Dragonstone,Sword,159
159,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Boulder,160
160,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Boulder,161
161,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,162
162,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,163
163,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Tyrion Lannister,House Lannister,Axe,164
164,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,165
165,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Unknown,166
166,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,167
167,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Stannis Baratheon,House Baratheon of Dragonstone,Sword,168
168,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Bludgeon,169
169,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Stannis Baratheon,House Baratheon of Dragonstone,Sword,170
170,Mandon Moore,House Moore,2,9,King's Landing,Podrick Payne,House Lannister,Spear,171
171,Baratheon of King's Landing soldier,House Baratheon of King's Landing,2,9,King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Sword,172
172,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Unknown,173
173,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Loras Tyrell,House Tyrell,Sword,174
174,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Loras Tyrell,House Tyrell,Sword,175
175,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Loras Tyrell,House Tyrell,Sword,176
176,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Lannister soldier,House Lannister,Sword,177
177,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Loras Tyrell,House Tyrell,Sword,178
178,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,179
179,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,2,9,King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,180
180,Stark soldier,House Stark,2,10,Unknown,Brienne of Tarth,House Tarth,Sword,181
181,Stark soldier,House Stark,2,10,Unknown,Brienne of Tarth,House Tarth,Sword,182
182,Stark soldier,House Stark,2,10,Unknown,Brienne of Tarth,House Tarth,Sword,183
183,Maester Luwin,House Stark,2,10,Winterfell,Osha,House Stark,Knife,184
184,Pyat Pree,Warlocks of Qarth,2,10,Qarth,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),185
185,Qhorin Halfhand,Night's Watch,2,10,Beyond the Wall,Jon Snow,House Stark,Sword,186
186,Xaro Xhoan Daxos,The Thirteen,2,10,Qarth,Daenerys Targaryen,House Targaryen,Sealed into vault,187
187,Doreah,House Targaryen,2,10,Qarth,Daenerys Targaryen,House Targaryen,Sealed into vault,188
